FIR_ID,Crime_Type,Date,District,Police_Station,Status
FIR005376,Robbery,07-08-2023,Bengaluru Urban,Electronic City Police Station,Closed
FIR005377,Vehicle Theft,16-03-2026,Shivamogga,Hebbal Police Station,Open
FIR005378,Financial Fraud,25-04-2024,Ballari,Electronic City Police Station,Under Investigation
FIR005379,Chain Snatching,09-03-2025,Tumakuru,Yelahanka Police Station,Under Investigation
FIR005380,Drug Trafficking,20-05-2024,Belagavi,Koramangala Police Station,Closed
FIR005381,Chain Snatching,12-11-2023,Mangaluru,Electronic City Police Station,Under Investigation
FIR005382,Cyber Fraud,04-08-2025,Mysuru,Electronic City Police Station,Closed
FIR005383,Cyber Fraud,28-02-2026,Hubballi-Dharwad,Indiranagar Police Station,Under Investigation
FIR005384,Chain Snatching,14-08-2025,Shivamogga,Yelahanka Police Station,Open
FIR005385,Chain Snatching,05-11-2024,Ballari,Hebbal Police Station,Under Investigation
FIR005386,Cyber Fraud,21-05-2024,Belagavi,Yelahanka Police Station,Open
FIR005387,Robbery,04-10-2024,Mangaluru,Jayanagar Police Station,Open
FIR005388,Vehicle Theft,31-10-2025,Mysuru,Marathahalli Police Station,Open
FIR005389,Financial Fraud,30-08-2025,Belagavi,Hebbal Police Station,Closed
FIR005390,Cyber Fraud,29-09-2024,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR005391,Cyber Fraud,04-06-2025,Bengaluru Rural,Electronic City Police Station,Open
FIR005392,Drug Trafficking,13-10-2025,Belagavi,Electronic City Police Station,Under Investigation
FIR005393,Chain Snatching,19-08-2025,Belagavi,Indiranagar Police Station,Under Investigation
FIR005394,Drug Trafficking,15-04-2026,Hubballi-Dharwad,Whitefield Police Station,Closed
FIR005395,Robbery,18-06-2023,Ballari,Yelahanka Police Station,Under Investigation
FIR005396,Vehicle Theft,17-11-2024,Tumakuru,Jayanagar Police Station,Under Investigation
FIR005397,Robbery,13-05-2026,Ballari,Jayanagar Police Station,Under Investigation
FIR005398,Financial Fraud,09-10-2024,Belagavi,Marathahalli Police Station,Under Investigation
FIR005399,Cyber Fraud,21-12-2025,Mangaluru,Koramangala Police Station,Under Investigation
FIR005400,Financial Fraud,18-03-2024,Kalaburagi,Jayanagar Police Station,Closed
FIR005401,Chain Snatching,10-02-2025,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR005402,Assault,20-10-2025,Mysuru,Electronic City Police Station,Open
FIR005403,Vehicle Theft,29-09-2025,Shivamogga,Hebbal Police Station,Closed
FIR005404,Vehicle Theft,21-02-2025,Kalaburagi,Whitefield Police Station,Closed
FIR005405,Vehicle Theft,14-05-2026,Hubballi-Dharwad,Marathahalli Police Station,Closed
FIR005406,Financial Fraud,27-09-2025,Tumakuru,Indiranagar Police Station,Under Investigation
FIR005407,Financial Fraud,09-08-2024,Ballari,Marathahalli Police Station,Closed
FIR005408,Chain Snatching,13-12-2025,Mangaluru,Koramangala Police Station,Under Investigation
FIR005409,Financial Fraud,04-11-2023,Kalaburagi,Koramangala Police Station,Closed
FIR005410,Assault,16-10-2023,Mangaluru,Marathahalli Police Station,Closed
FIR005411,Chain Snatching,22-11-2025,Mangaluru,Jayanagar Police Station,Closed
FIR005412,Drug Trafficking,19-10-2024,Mysuru,Jayanagar Police Station,Open
FIR005413,Assault,14-12-2024,Ballari,Marathahalli Police Station,Closed
FIR005414,House Burglary,19-03-2024,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR005415,Financial Fraud,26-08-2023,Mangaluru,Hebbal Police Station,Open
FIR005416,Chain Snatching,22-11-2025,Hubballi-Dharwad,Indiranagar Police Station,Closed
FIR005417,Chain Snatching,31-10-2024,Hubballi-Dharwad,Yelahanka Police Station,Under Investigation
FIR005418,Robbery,19-03-2025,Mysuru,Marathahalli Police Station,Open
FIR005419,Vehicle Theft,24-08-2025,Belagavi,Koramangala Police Station,Closed
FIR005420,Cyber Fraud,28-03-2025,Mangaluru,Whitefield Police Station,Open
FIR005421,Chain Snatching,21-06-2024,Kalaburagi,Jayanagar Police Station,Open
FIR005422,Drug Trafficking,15-12-2024,Bengaluru Rural,Hebbal Police Station,Closed
FIR005423,Vehicle Theft,12-05-2026,Belagavi,Whitefield Police Station,Closed
FIR005424,Cyber Fraud,03-09-2025,Kalaburagi,Indiranagar Police Station,Closed
FIR005425,Cyber Fraud,13-04-2024,Ballari,Hebbal Police Station,Open
FIR005426,Chain Snatching,26-07-2024,Kalaburagi,Marathahalli Police Station,Under Investigation
FIR005427,Chain Snatching,09-01-2025,Bengaluru Rural,Marathahalli Police Station,Under Investigation
FIR005428,Financial Fraud,05-02-2026,Kalaburagi,Koramangala Police Station,Open
FIR005429,Vehicle Theft,28-10-2025,Bengaluru Rural,Yelahanka Police Station,Closed
FIR005430,Vehicle Theft,10-12-2023,Shivamogga,Marathahalli Police Station,Open
FIR005431,House Burglary,25-05-2026,Hubballi-Dharwad,Indiranagar Police Station,Under Investigation
FIR005432,Chain Snatching,23-08-2023,Belagavi,Whitefield Police Station,Under Investigation
FIR005433,Assault,26-02-2025,Mangaluru,Whitefield Police Station,Under Investigation
FIR005434,Assault,12-09-2025,Belagavi,Jayanagar Police Station,Under Investigation
FIR005435,Chain Snatching,26-03-2024,Mysuru,Koramangala Police Station,Under Investigation
FIR005436,Cyber Fraud,13-08-2025,Mysuru,Jayanagar Police Station,Closed
FIR005437,Drug Trafficking,26-10-2023,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR005438,Drug Trafficking,23-12-2023,Tumakuru,Yelahanka Police Station,Under Investigation
FIR005439,House Burglary,21-12-2025,Tumakuru,Marathahalli Police Station,Under Investigation
FIR005440,Cyber Fraud,20-12-2024,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR005441,Robbery,20-06-2024,Ballari,Hebbal Police Station,Under Investigation
FIR005442,Drug Trafficking,21-02-2025,Shivamogga,Marathahalli Police Station,Closed
FIR005443,House Burglary,09-05-2024,Bengaluru Urban,Marathahalli Police Station,Open
FIR005444,Chain Snatching,07-01-2025,Shivamogga,Indiranagar Police Station,Closed
FIR005445,Financial Fraud,30-12-2025,Hubballi-Dharwad,Jayanagar Police Station,Under Investigation
FIR005446,House Burglary,16-07-2025,Bengaluru Rural,Hebbal Police Station,Closed
FIR005447,House Burglary,13-12-2023,Tumakuru,Marathahalli Police Station,Closed
FIR005448,House Burglary,13-12-2023,Bengaluru Urban,Indiranagar Police Station,Closed
FIR005449,Financial Fraud,05-02-2026,Shivamogga,Marathahalli Police Station,Under Investigation
FIR005450,Financial Fraud,18-01-2025,Ballari,Jayanagar Police Station,Open
FIR005451,House Burglary,28-12-2024,Kalaburagi,Hebbal Police Station,Closed
FIR005452,Robbery,14-05-2026,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR005453,Drug Trafficking,27-10-2024,Mangaluru,Marathahalli Police Station,Closed
FIR005454,Robbery,18-03-2025,Mangaluru,Marathahalli Police Station,Closed
FIR005455,Vehicle Theft,21-07-2024,Belagavi,Marathahalli Police Station,Open
FIR005456,Chain Snatching,15-11-2025,Kalaburagi,Electronic City Police Station,Under Investigation
FIR005457,Assault,16-01-2026,Belagavi,Electronic City Police Station,Under Investigation
FIR005458,Cyber Fraud,06-08-2025,Mysuru,Indiranagar Police Station,Closed
FIR005459,Drug Trafficking,12-09-2025,Bengaluru Rural,Hebbal Police Station,Closed
FIR005460,Chain Snatching,28-03-2025,Kalaburagi,Koramangala Police Station,Open
FIR005461,Assault,29-09-2023,Shivamogga,Hebbal Police Station,Open
FIR005462,Financial Fraud,23-09-2023,Ballari,Yelahanka Police Station,Open
FIR005463,Vehicle Theft,12-06-2024,Shivamogga,Electronic City Police Station,Closed
FIR005464,Assault,04-04-2024,Kalaburagi,Electronic City Police Station,Closed
FIR005465,Chain Snatching,05-09-2023,Hubballi-Dharwad,Hebbal Police Station,Open
FIR005466,House Burglary,06-10-2023,Tumakuru,Indiranagar Police Station,Closed
FIR005467,Vehicle Theft,01-02-2024,Kalaburagi,Hebbal Police Station,Under Investigation
FIR005468,Cyber Fraud,04-04-2025,Ballari,Electronic City Police Station,Closed
FIR005469,Robbery,13-04-2024,Ballari,Marathahalli Police Station,Open
FIR005470,Financial Fraud,18-12-2025,Hubballi-Dharwad,Koramangala Police Station,Open
FIR005471,Drug Trafficking,22-02-2026,Bengaluru Urban,Indiranagar Police Station,Open
FIR005472,Chain Snatching,13-03-2026,Bengaluru Rural,Marathahalli Police Station,Closed
FIR005473,Financial Fraud,03-06-2025,Bengaluru Urban,Jayanagar Police Station,Open
FIR005474,House Burglary,22-07-2025,Shivamogga,Whitefield Police Station,Open
FIR005475,Cyber Fraud,11-02-2026,Tumakuru,Jayanagar Police Station,Open
FIR005476,Assault,10-04-2026,Tumakuru,Indiranagar Police Station,Under Investigation
FIR005477,Vehicle Theft,04-05-2024,Bengaluru Rural,Indiranagar Police Station,Open
FIR005478,Cyber Fraud,15-08-2024,Belagavi,Marathahalli Police Station,Closed
FIR005479,Drug Trafficking,11-07-2024,Ballari,Hebbal Police Station,Open
FIR005480,Cyber Fraud,06-04-2026,Kalaburagi,Marathahalli Police Station,Open
FIR005481,Assault,26-09-2023,Ballari,Marathahalli Police Station,Closed
FIR005482,House Burglary,16-12-2023,Bengaluru Rural,Yelahanka Police Station,Under Investigation
FIR005483,Financial Fraud,20-11-2024,Mysuru,Hebbal Police Station,Closed
FIR005484,House Burglary,07-03-2025,Ballari,Hebbal Police Station,Under Investigation
FIR005485,Robbery,17-11-2024,Bengaluru Rural,Hebbal Police Station,Open
FIR005486,Cyber Fraud,27-07-2024,Bengaluru Urban,Hebbal Police Station,Closed
FIR005487,Chain Snatching,27-04-2024,Mysuru,Hebbal Police Station,Open
FIR005488,Chain Snatching,05-01-2024,Ballari,Koramangala Police Station,Closed
FIR005489,Cyber Fraud,29-06-2023,Bengaluru Rural,Whitefield Police Station,Under Investigation
FIR005490,Financial Fraud,05-03-2026,Mysuru,Indiranagar Police Station,Under Investigation
FIR005491,Chain Snatching,08-09-2024,Mangaluru,Marathahalli Police Station,Closed
FIR005492,House Burglary,06-01-2024,Shivamogga,Electronic City Police Station,Closed
FIR005493,Financial Fraud,13-12-2023,Belagavi,Koramangala Police Station,Under Investigation
FIR005494,Assault,19-06-2023,Ballari,Koramangala Police Station,Open
FIR005495,Assault,03-06-2024,Ballari,Koramangala Police Station,Closed
FIR005496,House Burglary,11-11-2025,Mysuru,Koramangala Police Station,Closed
FIR005497,House Burglary,13-07-2023,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR005498,Cyber Fraud,26-07-2023,Bengaluru Rural,Indiranagar Police Station,Closed
FIR005499,Financial Fraud,20-06-2023,Shivamogga,Yelahanka Police Station,Open
FIR005500,Drug Trafficking,11-01-2026,Belagavi,Electronic City Police Station,Closed
FIR005501,House Burglary,03-09-2024,Belagavi,Hebbal Police Station,Open
FIR005502,Financial Fraud,24-11-2024,Kalaburagi,Jayanagar Police Station,Closed
FIR005503,Vehicle Theft,03-04-2025,Belagavi,Marathahalli Police Station,Closed
FIR005504,Cyber Fraud,14-03-2024,Shivamogga,Koramangala Police Station,Under Investigation
FIR005505,Assault,11-12-2024,Belagavi,Electronic City Police Station,Under Investigation
FIR005506,Assault,20-03-2024,Hubballi-Dharwad,Hebbal Police Station,Closed
FIR005507,Vehicle Theft,08-03-2026,Ballari,Yelahanka Police Station,Under Investigation
FIR005508,Assault,10-08-2024,Hubballi-Dharwad,Electronic City Police Station,Under Investigation
FIR005509,House Burglary,22-09-2024,Belagavi,Electronic City Police Station,Under Investigation
FIR005510,Drug Trafficking,03-06-2025,Ballari,Marathahalli Police Station,Open
FIR005511,Robbery,17-05-2025,Bengaluru Rural,Electronic City Police Station,Closed
FIR005512,House Burglary,30-11-2025,Bengaluru Urban,Koramangala Police Station,Closed
FIR005513,Vehicle Theft,17-12-2025,Mangaluru,Jayanagar Police Station,Under Investigation
FIR005514,Robbery,10-02-2024,Bengaluru Urban,Jayanagar Police Station,Closed
FIR005515,Cyber Fraud,04-04-2026,Kalaburagi,Marathahalli Police Station,Open
FIR005516,Vehicle Theft,25-08-2023,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR005517,Robbery,30-03-2025,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR005518,House Burglary,25-06-2024,Mysuru,Koramangala Police Station,Under Investigation
FIR005519,Robbery,01-11-2024,Bengaluru Urban,Koramangala Police Station,Closed
FIR005520,Drug Trafficking,27-03-2024,Ballari,Electronic City Police Station,Closed
FIR005521,Robbery,20-01-2024,Mysuru,Indiranagar Police Station,Under Investigation
FIR005522,Vehicle Theft,30-10-2023,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR005523,Vehicle Theft,31-01-2025,Mysuru,Indiranagar Police Station,Open
FIR005524,Drug Trafficking,24-01-2026,Bengaluru Rural,Hebbal Police Station,Open
FIR005525,Financial Fraud,25-09-2024,Shivamogga,Hebbal Police Station,Open
FIR005526,Vehicle Theft,29-07-2025,Belagavi,Jayanagar Police Station,Closed
FIR005527,Financial Fraud,25-05-2024,Bengaluru Urban,Koramangala Police Station,Open
FIR005528,Chain Snatching,15-02-2024,Bengaluru Urban,Koramangala Police Station,Under Investigation
FIR005529,Robbery,01-06-2023,Mangaluru,Hebbal Police Station,Closed
FIR005530,Robbery,16-08-2024,Kalaburagi,Koramangala Police Station,Under Investigation
FIR005531,Vehicle Theft,04-05-2024,Bengaluru Urban,Koramangala Police Station,Closed
FIR005532,House Burglary,06-06-2024,Hubballi-Dharwad,Electronic City Police Station,Open
FIR005533,House Burglary,12-07-2023,Ballari,Koramangala Police Station,Closed
FIR005534,Cyber Fraud,23-01-2025,Bengaluru Urban,Marathahalli Police Station,Under Investigation
FIR005535,Financial Fraud,04-10-2025,Mangaluru,Jayanagar Police Station,Open
FIR005536,Financial Fraud,20-11-2023,Shivamogga,Hebbal Police Station,Under Investigation
FIR005537,Vehicle Theft,20-04-2025,Bengaluru Rural,Yelahanka Police Station,Closed
FIR005538,House Burglary,03-09-2024,Bengaluru Urban,Indiranagar Police Station,Closed
FIR005539,Chain Snatching,10-06-2025,Mangaluru,Hebbal Police Station,Under Investigation
FIR005540,Drug Trafficking,18-09-2025,Mysuru,Whitefield Police Station,Closed
FIR005541,Financial Fraud,07-03-2026,Ballari,Hebbal Police Station,Under Investigation
FIR005542,Vehicle Theft,01-04-2026,Mangaluru,Koramangala Police Station,Under Investigation
FIR005543,Cyber Fraud,12-09-2024,Shivamogga,Yelahanka Police Station,Under Investigation
FIR005544,Drug Trafficking,31-01-2025,Ballari,Hebbal Police Station,Closed
FIR005545,Robbery,26-01-2024,Bengaluru Urban,Electronic City Police Station,Closed
FIR005546,House Burglary,26-04-2024,Tumakuru,Marathahalli Police Station,Under Investigation
FIR005547,Financial Fraud,27-08-2025,Belagavi,Whitefield Police Station,Under Investigation
FIR005548,Drug Trafficking,19-08-2025,Bengaluru Urban,Koramangala Police Station,Under Investigation
FIR005549,Financial Fraud,05-09-2025,Bengaluru Urban,Whitefield Police Station,Open
FIR005550,Vehicle Theft,19-04-2025,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR005551,Robbery,18-02-2024,Hubballi-Dharwad,Whitefield Police Station,Closed
FIR005552,Robbery,10-09-2023,Ballari,Yelahanka Police Station,Under Investigation
FIR005553,Drug Trafficking,21-10-2023,Ballari,Jayanagar Police Station,Under Investigation
FIR005554,Financial Fraud,13-02-2026,Shivamogga,Indiranagar Police Station,Open
FIR005555,Assault,03-04-2024,Mysuru,Whitefield Police Station,Under Investigation
FIR005556,Robbery,28-05-2026,Ballari,Hebbal Police Station,Closed
FIR005557,Cyber Fraud,09-08-2025,Ballari,Indiranagar Police Station,Open
FIR005558,Drug Trafficking,15-08-2025,Bengaluru Urban,Whitefield Police Station,Closed
FIR005559,House Burglary,11-05-2024,Ballari,Koramangala Police Station,Under Investigation
FIR005560,Vehicle Theft,27-03-2025,Hubballi-Dharwad,Hebbal Police Station,Closed
FIR005561,Financial Fraud,16-03-2024,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR005562,Vehicle Theft,27-08-2025,Mysuru,Electronic City Police Station,Under Investigation
FIR005563,Financial Fraud,01-01-2026,Bengaluru Rural,Marathahalli Police Station,Open
FIR005564,Assault,07-10-2025,Ballari,Hebbal Police Station,Closed
FIR005565,Financial Fraud,05-10-2024,Belagavi,Yelahanka Police Station,Closed
FIR005566,Chain Snatching,24-12-2025,Bengaluru Rural,Electronic City Police Station,Open
FIR005567,Financial Fraud,06-07-2024,Tumakuru,Whitefield Police Station,Closed
FIR005568,Cyber Fraud,03-05-2026,Shivamogga,Yelahanka Police Station,Under Investigation
FIR005569,Chain Snatching,30-12-2024,Mysuru,Marathahalli Police Station,Closed
FIR005570,Financial Fraud,30-04-2025,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR005571,Vehicle Theft,12-09-2023,Mysuru,Koramangala Police Station,Open
FIR005572,Financial Fraud,28-12-2025,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR005573,Chain Snatching,09-10-2025,Tumakuru,Koramangala Police Station,Under Investigation
FIR005574,House Burglary,07-04-2026,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR005575,Robbery,02-10-2025,Bengaluru Rural,Whitefield Police Station,Closed
FIR005576,Chain Snatching,08-10-2025,Hubballi-Dharwad,Electronic City Police Station,Under Investigation
FIR005577,Robbery,07-02-2025,Kalaburagi,Indiranagar Police Station,Open
FIR005578,Vehicle Theft,16-11-2024,Belagavi,Marathahalli Police Station,Closed
FIR005579,House Burglary,22-11-2023,Hubballi-Dharwad,Yelahanka Police Station,Closed
FIR005580,Robbery,21-02-2024,Mysuru,Yelahanka Police Station,Open
FIR005581,Financial Fraud,10-10-2025,Bengaluru Urban,Indiranagar Police Station,Open
FIR005582,Assault,26-01-2024,Shivamogga,Jayanagar Police Station,Closed
FIR005583,Vehicle Theft,28-01-2026,Shivamogga,Yelahanka Police Station,Under Investigation
FIR005584,Vehicle Theft,19-04-2025,Mysuru,Hebbal Police Station,Open
FIR005585,House Burglary,13-06-2024,Bengaluru Rural,Hebbal Police Station,Closed
FIR005586,Vehicle Theft,16-05-2025,Belagavi,Jayanagar Police Station,Under Investigation
FIR005587,Drug Trafficking,31-08-2024,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR005588,Vehicle Theft,09-03-2024,Belagavi,Yelahanka Police Station,Open
FIR005589,Assault,25-11-2024,Mangaluru,Hebbal Police Station,Closed
FIR005590,Robbery,18-08-2024,Ballari,Indiranagar Police Station,Closed
FIR005591,Cyber Fraud,17-03-2025,Mysuru,Koramangala Police Station,Open
FIR005592,House Burglary,04-09-2025,Mysuru,Koramangala Police Station,Closed
FIR005593,Vehicle Theft,10-01-2026,Tumakuru,Koramangala Police Station,Closed
FIR005594,Assault,01-07-2023,Belagavi,Jayanagar Police Station,Under Investigation
FIR005595,Vehicle Theft,19-10-2025,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR005596,Chain Snatching,08-11-2024,Shivamogga,Koramangala Police Station,Closed
FIR005597,Robbery,04-09-2024,Bengaluru Urban,Indiranagar Police Station,Closed
FIR005598,Drug Trafficking,03-10-2025,Bengaluru Urban,Jayanagar Police Station,Closed
FIR005599,Cyber Fraud,11-01-2026,Belagavi,Electronic City Police Station,Under Investigation
FIR005600,Robbery,29-05-2025,Hubballi-Dharwad,Hebbal Police Station,Open
FIR005601,Robbery,12-10-2023,Bengaluru Rural,Jayanagar Police Station,Closed
FIR005602,Vehicle Theft,08-02-2025,Mangaluru,Jayanagar Police Station,Closed
FIR005603,Financial Fraud,12-09-2025,Kalaburagi,Electronic City Police Station,Open
FIR005604,Financial Fraud,29-07-2023,Ballari,Hebbal Police Station,Closed
FIR005605,Cyber Fraud,02-03-2024,Bengaluru Rural,Jayanagar Police Station,Open
FIR005606,Drug Trafficking,17-04-2024,Mangaluru,Koramangala Police Station,Under Investigation
FIR005607,Financial Fraud,08-06-2023,Bengaluru Rural,Jayanagar Police Station,Closed
FIR005608,Assault,27-08-2024,Shivamogga,Koramangala Police Station,Closed
FIR005609,Cyber Fraud,09-11-2023,Belagavi,Indiranagar Police Station,Closed
FIR005610,Cyber Fraud,19-10-2023,Bengaluru Rural,Hebbal Police Station,Under Investigation
FIR005611,House Burglary,19-07-2023,Tumakuru,Hebbal Police Station,Under Investigation
FIR005612,Drug Trafficking,26-10-2024,Bengaluru Urban,Whitefield Police Station,Closed
FIR005613,Assault,07-10-2025,Shivamogga,Whitefield Police Station,Open
FIR005614,Chain Snatching,15-03-2026,Tumakuru,Yelahanka Police Station,Under Investigation
FIR005615,Assault,13-11-2023,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR005616,Drug Trafficking,18-04-2026,Kalaburagi,Electronic City Police Station,Under Investigation
FIR005617,Robbery,21-05-2024,Hubballi-Dharwad,Marathahalli Police Station,Under Investigation
FIR005618,Robbery,22-09-2023,Hubballi-Dharwad,Marathahalli Police Station,Closed
FIR005619,Vehicle Theft,17-06-2023,Ballari,Yelahanka Police Station,Open
FIR005620,Vehicle Theft,19-10-2024,Hubballi-Dharwad,Whitefield Police Station,Open
FIR005621,Drug Trafficking,28-09-2025,Belagavi,Indiranagar Police Station,Under Investigation
FIR005622,Financial Fraud,15-09-2025,Bengaluru Urban,Indiranagar Police Station,Open
FIR005623,Chain Snatching,10-10-2025,Ballari,Indiranagar Police Station,Under Investigation
FIR005624,Chain Snatching,03-06-2024,Mysuru,Electronic City Police Station,Closed
FIR005625,Chain Snatching,11-05-2024,Mysuru,Marathahalli Police Station,Under Investigation
FIR005626,Assault,04-12-2024,Tumakuru,Yelahanka Police Station,Open
FIR005627,Drug Trafficking,21-07-2025,Mangaluru,Indiranagar Police Station,Open
FIR005628,Assault,22-01-2024,Ballari,Whitefield Police Station,Under Investigation
FIR005629,Robbery,21-01-2026,Bengaluru Rural,Indiranagar Police Station,Open
FIR005630,Assault,04-07-2025,Ballari,Yelahanka Police Station,Under Investigation
FIR005631,Financial Fraud,30-09-2024,Shivamogga,Koramangala Police Station,Under Investigation
FIR005632,Drug Trafficking,08-12-2023,Ballari,Jayanagar Police Station,Open
FIR005633,House Burglary,29-04-2024,Mysuru,Whitefield Police Station,Open
FIR005634,House Burglary,23-07-2024,Ballari,Marathahalli Police Station,Closed
FIR005635,Financial Fraud,03-06-2023,Ballari,Hebbal Police Station,Closed
FIR005636,Vehicle Theft,10-01-2024,Shivamogga,Jayanagar Police Station,Open
FIR005637,Drug Trafficking,04-03-2026,Bengaluru Rural,Koramangala Police Station,Closed
FIR005638,Assault,20-11-2025,Hubballi-Dharwad,Jayanagar Police Station,Open
FIR005639,Financial Fraud,28-12-2024,Hubballi-Dharwad,Koramangala Police Station,Open
FIR005640,Drug Trafficking,22-01-2026,Ballari,Yelahanka Police Station,Under Investigation
FIR005641,House Burglary,11-06-2025,Mysuru,Hebbal Police Station,Open
FIR005642,Robbery,02-09-2023,Shivamogga,Hebbal Police Station,Closed
FIR005643,Chain Snatching,03-12-2023,Ballari,Marathahalli Police Station,Closed
FIR005644,Robbery,25-09-2024,Ballari,Yelahanka Police Station,Closed
FIR005645,House Burglary,27-04-2025,Bengaluru Rural,Hebbal Police Station,Open
FIR005646,Financial Fraud,27-06-2024,Belagavi,Whitefield Police Station,Under Investigation
FIR005647,House Burglary,09-07-2024,Shivamogga,Hebbal Police Station,Under Investigation
FIR005648,House Burglary,05-12-2023,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR005649,Drug Trafficking,02-12-2024,Mysuru,Jayanagar Police Station,Open
FIR005650,House Burglary,06-09-2024,Hubballi-Dharwad,Koramangala Police Station,Open
FIR005651,Cyber Fraud,07-12-2025,Belagavi,Marathahalli Police Station,Under Investigation
FIR005652,Vehicle Theft,01-09-2023,Mysuru,Yelahanka Police Station,Open
FIR005653,Robbery,17-05-2026,Ballari,Indiranagar Police Station,Open
FIR005654,Financial Fraud,16-09-2023,Shivamogga,Hebbal Police Station,Closed
FIR005655,Assault,25-06-2024,Tumakuru,Marathahalli Police Station,Open
FIR005656,Cyber Fraud,27-04-2026,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR005657,Cyber Fraud,07-02-2026,Tumakuru,Yelahanka Police Station,Open
FIR005658,Cyber Fraud,10-12-2025,Bengaluru Urban,Electronic City Police Station,Closed
FIR005659,Assault,31-07-2025,Ballari,Indiranagar Police Station,Open
FIR005660,House Burglary,12-02-2025,Hubballi-Dharwad,Jayanagar Police Station,Closed
FIR005661,Assault,17-02-2026,Shivamogga,Marathahalli Police Station,Open
FIR005662,Assault,16-02-2024,Bengaluru Urban,Marathahalli Police Station,Open
FIR005663,House Burglary,27-12-2025,Shivamogga,Electronic City Police Station,Open
FIR005664,House Burglary,01-04-2025,Ballari,Whitefield Police Station,Open
FIR005665,Financial Fraud,04-02-2026,Mangaluru,Yelahanka Police Station,Under Investigation
FIR005666,Drug Trafficking,21-04-2025,Tumakuru,Hebbal Police Station,Under Investigation
FIR005667,Assault,16-07-2023,Shivamogga,Koramangala Police Station,Closed
FIR005668,Vehicle Theft,05-01-2026,Mangaluru,Koramangala Police Station,Under Investigation
FIR005669,Financial Fraud,07-10-2025,Shivamogga,Indiranagar Police Station,Under Investigation
FIR005670,House Burglary,21-01-2025,Shivamogga,Yelahanka Police Station,Open
FIR005671,Chain Snatching,03-09-2023,Bengaluru Rural,Hebbal Police Station,Under Investigation
FIR005672,Drug Trafficking,23-05-2026,Kalaburagi,Marathahalli Police Station,Open
FIR005673,Financial Fraud,13-04-2024,Ballari,Indiranagar Police Station,Closed
FIR005674,Chain Snatching,06-05-2025,Kalaburagi,Whitefield Police Station,Closed
FIR005675,Cyber Fraud,14-11-2025,Ballari,Indiranagar Police Station,Under Investigation
FIR005676,House Burglary,27-07-2025,Ballari,Electronic City Police Station,Open
FIR005677,Chain Snatching,06-11-2024,Belagavi,Jayanagar Police Station,Open
FIR005678,Financial Fraud,23-02-2026,Belagavi,Indiranagar Police Station,Open
FIR005679,Vehicle Theft,30-11-2023,Shivamogga,Koramangala Police Station,Under Investigation
FIR005680,Financial Fraud,21-08-2025,Belagavi,Koramangala Police Station,Open
FIR005681,Financial Fraud,10-12-2023,Mysuru,Marathahalli Police Station,Closed
FIR005682,Cyber Fraud,24-06-2024,Ballari,Hebbal Police Station,Under Investigation
FIR005683,Robbery,02-11-2023,Mysuru,Jayanagar Police Station,Closed
FIR005684,House Burglary,27-11-2024,Mangaluru,Marathahalli Police Station,Closed
FIR005685,House Burglary,20-06-2023,Tumakuru,Yelahanka Police Station,Open
FIR005686,Drug Trafficking,24-11-2023,Bengaluru Rural,Electronic City Police Station,Open
FIR005687,Drug Trafficking,25-05-2026,Shivamogga,Yelahanka Police Station,Closed
FIR005688,Chain Snatching,13-12-2025,Ballari,Marathahalli Police Station,Under Investigation
FIR005689,House Burglary,07-01-2026,Bengaluru Rural,Indiranagar Police Station,Under Investigation
FIR005690,Robbery,05-12-2024,Bengaluru Rural,Yelahanka Police Station,Under Investigation
FIR005691,Chain Snatching,14-09-2025,Belagavi,Whitefield Police Station,Under Investigation
FIR005692,Financial Fraud,04-02-2026,Tumakuru,Koramangala Police Station,Under Investigation
FIR005693,Chain Snatching,11-01-2025,Kalaburagi,Hebbal Police Station,Closed
FIR005694,Chain Snatching,02-02-2024,Ballari,Indiranagar Police Station,Closed
FIR005695,Financial Fraud,11-12-2023,Hubballi-Dharwad,Yelahanka Police Station,Under Investigation
FIR005696,Drug Trafficking,03-07-2023,Mysuru,Hebbal Police Station,Open
FIR005697,Robbery,29-12-2025,Hubballi-Dharwad,Electronic City Police Station,Closed
